Tuned_Buffer,Capacity,Simulation_run,Buffer1,Buffer2,Buffer3,Buffer4,Buffer5,Total_Buffer_Capacity,Throughput,Objective
3,39,9,5,5,39,5,5,59,11.55,5.65
3,39,10,5,5,39,5,5,59,11.275,5.375
3,40,1,5,5,40,5,5,60,11.3,5.300000000000001
3,40,2,5,5,40,5,5,60,11.35,5.35
3,40,3,5,5,40,5,5,60,11.35,5.35
3,40,4,5,5,40,5,5,60,11.45,5.449999999999999
3,40,5,5,5,40,5,5,60,11.375,5.375
3,40,6,5,5,40,5,5,60,11.325,5.324999999999999
3,40,7,5,5,40,5,5,60,10.975,4.975
3,40,8,5,5,40,5,5,60,11.325,5.324999999999999
3,40,9,5,5,40,5,5,60,11.05,5.050000000000001
3,40,10,5,5,40,5,5,60,11.075,5.074999999999999
3,41,1,5,5,41,5,5,61,11.2,5.099999999999999
3,41,2,5,5,41,5,5,61,11.525,5.425
3,41,3,5,5,41,5,5,61,11.125,5.0249999999999995
3,41,4,5,5,41,5,5,61,11.225,5.124999999999999
3,41,5,5,5,41,5,5,61,11.075,4.974999999999999
3,41,6,5,5,41,5,5,61,11.425,5.325
3,41,7,5,5,41,5,5,61,11.275,5.175
3,41,8,5,5,41,5,5,61,11.5,5.3999999999999995
3,41,9,5,5,41,5,5,61,11.0,4.8999999999999995
3,41,10,5,5,41,5,5,61,11.425,5.325
3,42,1,5,5,42,5,5,62,11.225,5.0249999999999995
3,42,2,5,5,42,5,5,62,11.25,5.05
3,42,3,5,5,42,5,5,62,11.25,5.05
3,42,4,5,5,42,5,5,62,11.6,5.3999999999999995
3,42,5,5,5,42,5,5,62,11.5,5.3
3,42,6,5,5,42,5,5,62,11.225,5.0249999999999995
3,42,7,5,5,42,5,5,62,11.25,5.05
3,42,8,5,5,42,5,5,62,11.575,5.374999999999999
3,42,9,5,5,42,5,5,62,11.025,4.825
3,42,10,5,5,42,5,5,62,11.6,5.3999999999999995
3,43,1,5,5,43,5,5,63,11.375,5.074999999999999
3,43,2,5,5,43,5,5,63,11.35,5.049999999999999
3,43,3,5,5,43,5,5,63,11.475,5.174999999999999
3,43,4,5,5,43,5,5,63,11.475,5.174999999999999
3,43,5,5,5,43,5,5,63,11.375,5.074999999999999
3,43,6,5,5,43,5,5,63,11.4,5.1
3,43,7,5,5,43,5,5,63,11.425,5.125
3,43,8,5,5,43,5,5,63,11.0,4.699999999999999
3,43,9,5,5,43,5,5,63,11.5,5.199999999999999
3,43,10,5,5,43,5,5,63,11.425,5.125
3,44,1,5,5,44,5,5,64,11.5,5.1
3,44,2,5,5,44,5,5,64,11.525,5.125
3,44,3,5,5,44,5,5,64,11.3,4.9
3,44,4,5,5,44,5,5,64,11.15,4.75
3,44,5,5,5,44,5,5,64,11.525,5.125
3,44,6,5,5,44,5,5,64,10.95,4.549999999999999
3,44,7,5,5,44,5,5,64,11.25,4.85
3,44,8,5,5,44,5,5,64,11.25,4.85
3,44,9,5,5,44,5,5,64,10.875,4.475
3,44,10,5,5,44,5,5,64,11.025,4.625
3,45,1,5,5,45,5,5,65,11.325,4.824999999999999
3,45,2,5,5,45,5,5,65,11.25,4.75
3,45,3,5,5,45,5,5,65,11.25,4.75
3,45,4,5,5,45,5,5,65,11.525,5.025
3,45,5,5,5,45,5,5,65,11.425,4.925000000000001
3,45,6,5,5,45,5,5,65,11.375,4.875
3,45,7,5,5,45,5,5,65,11.3,4.800000000000001
3,45,8,5,5,45,5,5,65,11.275,4.775
3,45,9,5,5,45,5,5,65,11.125,4.625
3,45,10,5,5,45,5,5,65,11.625,5.125
3,46,1,5,5,46,5,5,66,11.35,4.749999999999999
3,46,2,5,5,46,5,5,66,11.4,4.8
3,46,3,5,5,46,5,5,66,11.025,4.425
3,46,4,5,5,46,5,5,66,11.275,4.675
3,46,5,5,5,46,5,5,66,11.35,4.749999999999999
3,46,6,5,5,46,5,5,66,11.2,4.599999999999999
3,46,7,5,5,46,5,5,66,11.4,4.8
3,46,8,5,5,46,5,5,66,11.5,4.8999999999999995
3,46,9,5,5,46,5,5,66,11.25,4.6499999999999995
3,46,10,5,5,46,5,5,66,11.375,4.7749999999999995
3,47,1,5,5,47,5,5,67,11.575,4.874999999999999
3,47,2,5,5,47,5,5,67,11.125,4.425
3,47,3,5,5,47,5,5,67,11.35,4.6499999999999995
3,47,4,5,5,47,5,5,67,11.625,4.925
3,47,5,5,5,47,5,5,67,11.5,4.8
3,47,6,5,5,47,5,5,67,11.35,4.6499999999999995
3,47,7,5,5,47,5,5,67,11.5,4.8
3,47,8,5,5,47,5,5,67,11.375,4.675
3,47,9,5,5,47,5,5,67,11.5,4.8
3,47,10,5,5,47,5,5,67,11.475,4.7749999999999995
3,48,1,5,5,48,5,5,68,11.25,4.449999999999999
3,48,2,5,5,48,5,5,68,11.475,4.674999999999999
3,48,3,5,5,48,5,5,68,11.15,4.35
3,48,4,5,5,48,5,5,68,11.35,4.549999999999999
3,48,5,5,5,48,5,5,68,11.375,4.574999999999999
3,48,6,5,5,48,5,5,68,11.325,4.524999999999999
3,48,7,5,5,48,5,5,68,11.2,4.399999999999999
3,48,8,5,5,48,5,5,68,11.225,4.424999999999999
3,48,9,5,5,48,5,5,68,11.35,4.549999999999999
3,48,10,5,5,48,5,5,68,11.15,4.35
3,49,1,5,5,49,5,5,69,11.65,4.75
3,49,2,5,5,49,5,5,69,11.15,4.25
3,49,3,5,5,49,5,5,69,11.5,4.6
3,49,4,5,5,49,5,5,69,11.425,4.525
3,49,5,5,5,49,5,5,69,11.275,4.375
3,49,6,5,5,49,5,5,69,11.4,4.5
3,49,7,5,5,49,5,5,69,11.25,4.35
3,49,8,5,5,49,5,5,69,11.475,4.574999999999999
3,49,9,5,5,49,5,5,69,11.25,4.35
3,49,10,5,5,49,5,5,69,11.15,4.25
3,50,1,5,5,50,5,5,70,11.35,4.35
3,50,2,5,5,50,5,5,70,11.375,4.375
3,50,3,5,5,50,5,5,70,11.25,4.25
3,50,4,5,5,50,5,5,70,11.325,4.324999999999999
3,50,5,5,5,50,5,5,70,11.375,4.375
3,50,6,5,5,50,5,5,70,11.3,4.300000000000001
3,50,7,5,5,50,5,5,70,11.5,4.5
3,50,8,5,5,50,5,5,70,11.25,4.25
3,50,9,5,5,50,5,5,70,11.425,4.425000000000001
3,50,10,5,5,50,5,5,70,11.15,4.15
4,30,1,5,5,5,30,5,50,11.6,6.6
4,30,2,5,5,5,30,5,50,11.3,6.300000000000001
4,30,3,5,5,5,30,5,50,11.525,6.525
4,30,4,5,5,5,30,5,50,11.1,6.1
4,30,5,5,5,5,30,5,50,11.225,6.225
4,30,6,5,5,5,30,5,50,11.35,6.35
4,30,7,5,5,5,30,5,50,11.75,6.75
4,30,8,5,5,5,30,5,50,11.5,6.5
4,30,9,5,5,5,30,5,50,11.5,6.5
4,30,10,5,5,5,30,5,50,11.1,6.1
4,31,1,5,5,5,31,5,51,11.475,6.374999999999999
4,31,2,5,5,5,31,5,51,11.5,6.3999999999999995
4,31,3,5,5,5,31,5,51,11.375,6.2749999999999995
4,31,4,5,5,5,31,5,51,11.575,6.474999999999999
4,31,5,5,5,5,31,5,51,11.35,6.249999999999999
4,31,6,5,5,5,31,5,51,11.45,6.349999999999999
4,31,7,5,5,5,31,5,51,11.2,6.099999999999999
4,31,8,5,5,5,31,5,51,11.425,6.325
4,31,9,5,5,5,31,5,51,11.1,5.999999999999999
4,31,10,5,5,5,31,5,51,11.325,6.224999999999999
4,32,1,5,5,5,32,5,52,11.575,6.374999999999999
4,32,2,5,5,5,32,5,52,11.125,5.925
4,32,3,5,5,5,32,5,52,11.5,6.3
4,32,4,5,5,5,32,5,52,11.2,5.999999999999999
4,32,5,5,5,5,32,5,52,11.45,6.249999999999999
4,32,6,5,5,5,32,5,52,11.475,6.2749999999999995
4,32,7,5,5,5,32,5,52,11.45,6.249999999999999
4,32,8,5,5,5,32,5,52,11.4,6.2
4,32,9,5,5,5,32,5,52,11.325,6.124999999999999
4,32,10,5,5,5,32,5,52,11.3,6.1000000000000005
4,33,1,5,5,5,33,5,53,11.35,6.049999999999999
4,33,2,5,5,5,33,5,53,11.275,5.975
4,33,3,5,5,5,33,5,53,11.225,5.924999999999999
4,33,4,5,5,5,33,5,53,11.375,6.074999999999999
4,33,5,5,5,5,33,5,53,11.55,6.25
4,33,6,5,5,5,33,5,53,11.425,6.125
4,33,7,5,5,5,33,5,53,11.325,6.024999999999999
4,33,8,5,5,5,33,5,53,11.55,6.25
4,33,9,5,5,5,33,5,53,11.225,5.924999999999999
4,33,10,5,5,5,33,5,53,11.475,6.174999999999999
4,34,1,5,5,5,34,5,54,11.3,5.9
4,34,2,5,5,5,34,5,54,11.175,5.775
4,34,3,5,5,5,34,5,54,11.675,6.275
4,34,4,5,5,5,34,5,54,11.05,5.65
4,34,5,5,5,5,34,5,54,11.5,6.1
4,34,6,5,5,5,34,5,54,11.25,5.85
4,34,7,5,5,5,34,5,54,11.375,5.975
4,34,8,5,5,5,34,5,54,11.275,5.875
4,34,9,5,5,5,34,5,54,11.475,6.074999999999999
4,34,10,5,5,5,34,5,54,11.325,5.924999999999999
4,35,1,5,5,5,35,5,55,11.5,6.0
4,35,2,5,5,5,35,5,55,11.4,5.9
4,35,3,5,5,5,35,5,55,11.125,5.625
4,35,4,5,5,5,35,5,55,11.3,5.800000000000001
4,35,5,5,5,5,35,5,55,11.65,6.15
4,35,6,5,5,5,35,5,55,11.3,5.800000000000001
4,35,7,5,5,5,35,5,55,11.225,5.725
4,35,8,5,5,5,35,5,55,11.475,5.975
4,35,9,5,5,5,35,5,55,11.275,5.775
4,35,10,5,5,5,35,5,55,11.125,5.625
4,36,1,5,5,5,36,5,56,11.425,5.825
4,36,2,5,5,5,36,5,56,11.225,5.624999999999999
4,36,3,5,5,5,36,5,56,11.5,5.8999999999999995
4,36,4,5,5,5,36,5,56,11.225,5.624999999999999
4,36,5,5,5,5,36,5,56,11.275,5.675
4,36,6,5,5,5,36,5,56,11.2,5.599999999999999
4,36,7,5,5,5,36,5,56,11.55,5.95
4,36,8,5,5,5,36,5,56,11.6,5.999999999999999
4,36,9,5,5,5,36,5,56,11.25,5.6499999999999995
4,36,10,5,5,5,36,5,56,11.375,5.7749999999999995
4,37,1,5,5,5,37,5,57,11.25,5.55
4,37,2,5,5,5,37,5,57,11.25,5.55
4,37,3,5,5,5,37,5,57,11.375,5.675
4,37,4,5,5,5,37,5,57,11.425,5.7250000000000005
4,37,5,5,5,5,37,5,57,11.4,5.7
4,37,6,5,5,5,37,5,57,11.375,5.675
4,37,7,5,5,5,37,5,57,11.375,5.675
4,37,8,5,5,5,37,5,57,11.525,5.825
4,37,9,5,5,5,37,5,57,11.25,5.55
4,37,10,5,5,5,37,5,57,11.6,5.8999999999999995
4,38,1,5,5,5,38,5,58,11.375,5.574999999999999
4,38,2,5,5,5,38,5,58,11.275,5.475
4,38,3,5,5,5,38,5,58,11.4,5.6
4,38,4,5,5,5,38,5,58,11.3,5.5
4,38,5,5,5,5,38,5,58,11.225,5.424999999999999
4,38,6,5,5,5,38,5,58,11.425,5.625
4,38,7,5,5,5,38,5,58,11.3,5.5
4,38,8,5,5,5,38,5,58,11.5,5.699999999999999
4,38,9,5,5,5,38,5,58,11.125,5.324999999999999
4,38,10,5,5,5,38,5,58,11.25,5.449999999999999
4,39,1,5,5,5,39,5,59,11.375,5.475
4,39,2,5,5,5,39,5,59,11.15,5.25
4,39,3,5,5,5,39,5,59,11.45,5.549999999999999
4,39,4,5,5,5,39,5,59,11.475,5.574999999999999
4,39,5,5,5,5,39,5,59,11.15,5.25
4,39,6,5,5,5,39,5,59,11.55,5.65
4,39,7,5,5,5,39,5,59,11.2,5.299999999999999
4,39,8,5,5,5,39,5,59,11.25,5.35
4,39,9,5,5,5,39,5,59,11.225,5.324999999999999
4,39,10,5,5,5,39,5,59,11.325,5.424999999999999
4,40,1,5,5,5,40,5,60,11.275,5.275
4,40,2,5,5,5,40,5,60,11.35,5.35
4,40,3,5,5,5,40,5,60,11.375,5.375
4,40,4,5,5,5,40,5,60,11.525,5.525
4,40,5,5,5,5,40,5,60,11.4,5.4
4,40,6,5,5,5,40,5,60,11.25,5.25
4,40,7,5,5,5,40,5,60,11.475,5.475
4,40,8,5,5,5,40,5,60,11.2,5.199999999999999
4,40,9,5,5,5,40,5,60,11.275,5.275
4,40,10,5,5,5,40,5,60,11.3,5.300000000000001
4,41,1,5,5,5,41,5,61,11.55,5.45
4,41,2,5,5,5,41,5,61,10.975,4.874999999999999
4,41,3,5,5,5,41,5,61,11.375,5.2749999999999995
4,41,4,5,5,5,41,5,61,11.1,4.999999999999999
4,41,5,5,5,5,41,5,61,11.275,5.175
4,41,6,5,5,5,41,5,61,11.375,5.2749999999999995
4,41,7,5,5,5,41,5,61,11.475,5.374999999999999
4,41,8,5,5,5,41,5,61,11.2,5.099999999999999
4,41,9,5,5,5,41,5,61,11.35,5.249999999999999
4,41,10,5,5,5,41,5,61,11.475,5.374999999999999
4,42,1,5,5,5,42,5,62,11.25,5.05
4,42,2,5,5,5,42,5,62,11.45,5.249999999999999
4,42,3,5,5,5,42,5,62,11.275,5.075
4,42,4,5,5,5,42,5,62,11.225,5.0249999999999995
4,42,5,5,5,5,42,5,62,11.5,5.3
4,42,6,5,5,5,42,5,62,11.375,5.175
4,42,7,5,5,5,42,5,62,11.35,5.1499999999999995
4,42,8,5,5,5,42,5,62,11.25,5.05
4,42,9,5,5,5,42,5,62,11.375,5.175
4,42,10,5,5,5,42,5,62,11.025,4.825
4,43,1,5,5,5,43,5,63,11.325,5.024999999999999
4,43,2,5,5,5,43,5,63,11.475,5.174999999999999
4,43,3,5,5,5,43,5,63,11.325,5.024999999999999
4,43,4,5,5,5,43,5,63,11.3,5.0
4,43,5,5,5,5,43,5,63,11.275,4.975
4,43,6,5,5,5,43,5,63,11.35,5.049999999999999
4,43,7,5,5,5,43,5,63,11.325,5.024999999999999
4,43,8,5,5,5,43,5,63,11.35,5.049999999999999
4,43,9,5,5,5,43,5,63,11.1,4.799999999999999
4,43,10,5,5,5,43,5,63,11.225,4.924999999999999
4,44,1,5,5,5,44,5,64,11.25,4.85
4,44,2,5,5,5,44,5,64,11.575,5.174999999999999
4,44,3,5,5,5,44,5,64,11.325,4.924999999999999
4,44,4,5,5,5,44,5,64,11.1,4.699999999999999
4,44,5,5,5,5,44,5,64,11.475,5.074999999999999
4,44,6,5,5,5,44,5,64,11.125,4.725
4,44,7,5,5,5,44,5,64,11.475,5.074999999999999
4,44,8,5,5,5,44,5,64,11.1,4.699999999999999
4,44,9,5,5,5,44,5,64,11.45,5.049999999999999
4,44,10,5,5,5,44,5,64,11.1,4.699999999999999
4,45,1,5,5,5,45,5,65,11.125,4.625
4,45,2,5,5,5,45,5,65,11.25,4.75
4,45,3,5,5,5,45,5,65,11.45,4.949999999999999
4,45,4,5,5,5,45,5,65,11.25,4.75
4,45,5,5,5,5,45,5,65,11.475,4.975
4,45,6,5,5,5,45,5,65,11.4,4.9
4,45,7,5,5,5,45,5,65,11.575,5.074999999999999
4,45,8,5,5,5,45,5,65,11.45,4.949999999999999
4,45,9,5,5,5,45,5,65,11.3,4.800000000000001
4,45,10,5,5,5,45,5,65,11.125,4.625
4,46,1,5,5,5,46,5,66,11.6,4.999999999999999
4,46,2,5,5,5,46,5,66,11.375,4.7749999999999995
4,46,3,5,5,5,46,5,66,11.675,5.075
4,46,4,5,5,5,46,5,66,11.25,4.6499999999999995
4,46,5,5,5,5,46,5,66,11.375,4.7749999999999995
4,46,6,5,5,5,46,5,66,11.45,4.849999999999999
4,46,7,5,5,5,46,5,66,11.45,4.849999999999999
4,46,8,5,5,5,46,5,66,11.35,4.749999999999999
4,46,9,5,5,5,46,5,66,11.25,4.6499999999999995
4,46,10,5,5,5,46,5,66,11.175,4.575
4,47,1,5,5,5,47,5,67,11.575,4.874999999999999
4,47,2,5,5,5,47,5,67,11.25,4.55
4,47,3,5,5,5,47,5,67,11.275,4.575
4,47,4,5,5,5,47,5,67,11.375,4.675
4,47,5,5,5,5,47,5,67,11.35,4.6499999999999995
4,47,6,5,5,5,47,5,67,11.625,4.925
4,47,7,5,5,5,47,5,67,11.325,4.624999999999999
4,47,8,5,5,5,47,5,67,11.125,4.425
4,47,9,5,5,5,47,5,67,11.375,4.675
4,47,10,5,5,5,47,5,67,11.325,4.624999999999999
4,48,1,5,5,5,48,5,68,11.25,4.449999999999999
4,48,2,5,5,5,48,5,68,11.25,4.449999999999999
4,48,3,5,5,5,48,5,68,10.975,4.174999999999999
4,48,4,5,5,5,48,5,68,11.475,4.674999999999999
4,48,5,5,5,5,48,5,68,11.5,4.699999999999999
4,48,6,5,5,5,48,5,68,11.45,4.649999999999999
4,48,7,5,5,5,48,5,68,11.25,4.449999999999999
4,48,8,5,5,5,48,5,68,11.35,4.549999999999999
4,48,9,5,5,5,48,5,68,11.525,4.725
4,48,10,5,5,5,48,5,68,11.275,4.475
4,49,1,5,5,5,49,5,69,11.5,4.6
4,49,2,5,5,5,49,5,69,11.475,4.574999999999999
4,49,3,5,5,5,49,5,69,11.525,4.625
4,49,4,5,5,5,49,5,69,11.475,4.574999999999999
4,49,5,5,5,5,49,5,69,11.3,4.4
4,49,6,5,5,5,49,5,69,11.275,4.375
4,49,7,5,5,5,49,5,69,11.45,4.549999999999999
4,49,8,5,5,5,49,5,69,11.425,4.525
4,49,9,5,5,5,49,5,69,11.325,4.424999999999999
4,49,10,5,5,5,49,5,69,11.4,4.5
4,50,1,5,5,5,50,5,70,11.525,4.525
4,50,2,5,5,5,50,5,70,11.5,4.5
4,50,3,5,5,5,50,5,70,11.375,4.375
4,50,4,5,5,5,50,5,70,11.075,4.074999999999999
4,50,5,5,5,5,50,5,70,11.575,4.574999999999999
4,50,6,5,5,5,50,5,70,11.325,4.324999999999999
4,50,7,5,5,5,50,5,70,11.625,4.625
4,50,8,5,5,5,50,5,70,11.25,4.25
4,50,9,5,5,5,50,5,70,11.625,4.625
4,50,10,5,5,5,50,5,70,11.325,4.324999999999999
5,30,1,5,5,5,5,30,50,11.575,6.574999999999999
5,30,2,5,5,5,5,30,50,11.25,6.25
5,30,3,5,5,5,5,30,50,11.45,6.449999999999999
5,30,4,5,5,5,5,30,50,10.975,5.975
5,30,5,5,5,5,5,30,50,11.25,6.25
5,30,6,5,5,5,5,30,50,11.275,6.275
5,30,7,5,5,5,5,30,50,11.375,6.375
5,30,8,5,5,5,5,30,50,11.25,6.25
5,30,9,5,5,5,5,30,50,11.45,6.449999999999999
5,30,10,5,5,5,5,30,50,11.55,6.550000000000001
5,31,1,5,5,5,5,31,51,11.45,6.349999999999999
5,31,2,5,5,5,5,31,51,11.325,6.224999999999999
5,31,3,5,5,5,5,31,51,11.125,6.0249999999999995
5,31,4,5,5,5,5,31,51,11.025,5.925
5,31,5,5,5,5,5,31,51,11.05,5.95
5,31,6,5,5,5,5,31,51,11.5,6.3999999999999995
5,31,7,5,5,5,5,31,51,11.15,6.05
5,31,8,5,5,5,5,31,51,11.25,6.1499999999999995
5,31,9,5,5,5,5,31,51,11.075,5.974999999999999
5,31,10,5,5,5,5,31,51,11.475,6.374999999999999
5,32,1,5,5,5,5,32,52,11.4,6.2
5,32,2,5,5,5,5,32,52,11.15,5.95
5,32,3,5,5,5,5,32,52,11.15,5.95
5,32,4,5,5,5,5,32,52,11.15,5.95
5,32,5,5,5,5,5,32,52,11.275,6.075
5,32,6,5,5,5,5,32,52,11.3,6.1000000000000005
5,32,7,5,5,5,5,32,52,11.5,6.3
5,32,8,5,5,5,5,32,52,11.275,6.075
5,32,9,5,5,5,5,32,52,11.475,6.2749999999999995
5,32,10,5,5,5,5,32,52,11.4,6.2
5,33,1,5,5,5,5,33,53,11.375,6.074999999999999
5,33,2,5,5,5,5,33,53,11.4,6.1
5,33,3,5,5,5,5,33,53,11.35,6.049999999999999
5,33,4,5,5,5,5,33,53,11.475,6.174999999999999
5,33,5,5,5,5,5,33,53,11.375,6.074999999999999
5,33,6,5,5,5,5,33,53,11.25,5.949999999999999
5,33,7,5,5,5,5,33,53,11.325,6.024999999999999
5,33,8,5,5,5,5,33,53,11.15,5.85
5,33,9,5,5,5,5,33,53,11.625,6.324999999999999
5,33,10,5,5,5,5,33,53,11.5,6.199999999999999
5,34,1,5,5,5,5,34,54,11.375,5.975
5,34,2,5,5,5,5,34,54,11.125,5.725
5,34,3,5,5,5,5,34,54,11.3,5.9
5,34,4,5,5,5,5,34,54,11.35,5.949999999999999
5,34,5,5,5,5,5,34,54,11.375,5.975
5,34,6,5,5,5,5,34,54,11.125,5.725
5,34,7,5,5,5,5,34,54,11.5,6.1
5,34,8,5,5,5,5,34,54,11.35,5.949999999999999
5,34,9,5,5,5,5,34,54,11.475,6.074999999999999
5,34,10,5,5,5,5,34,54,11.25,5.85
5,35,1,5,5,5,5,35,55,11.05,5.550000000000001
5,35,2,5,5,5,5,35,55,11.125,5.625
5,35,3,5,5,5,5,35,55,11.45,5.949999999999999
5,35,4,5,5,5,5,35,55,11.325,5.824999999999999
5,35,5,5,5,5,5,35,55,11.2,5.699999999999999
5,35,6,5,5,5,5,35,55,11.325,5.824999999999999
5,35,7,5,5,5,5,35,55,11.25,5.75
5,35,8,5,5,5,5,35,55,11.225,5.725
5,35,9,5,5,5,5,35,55,11.025,5.525
5,35,10,5,5,5,5,35,55,11.125,5.625
5,36,1,5,5,5,5,36,56,11.6,5.999999999999999
5,36,2,5,5,5,5,36,56,11.425,5.825
5,36,3,5,5,5,5,36,56,11.4,5.8
5,36,4,5,5,5,5,36,56,11.55,5.95
5,36,5,5,5,5,5,36,56,11.425,5.825
5,36,6,5,5,5,5,36,56,11.4,5.8
5,36,7,5,5,5,5,36,56,11.325,5.724999999999999
5,36,8,5,5,5,5,36,56,11.275,5.675
5,36,9,5,5,5,5,36,56,11.35,5.749999999999999
5,36,10,5,5,5,5,36,56,11.6,5.999999999999999
5,37,1,5,5,5,5,37,57,11.25,5.55
5,37,2,5,5,5,5,37,57,11.25,5.55
5,37,3,5,5,5,5,37,57,11.275,5.575
5,37,4,5,5,5,5,37,57,11.5,5.8
5,37,5,5,5,5,5,37,57,11.35,5.6499999999999995
5,37,6,5,5,5,5,37,57,11.4,5.7
5,37,7,5,5,5,5,37,57,11.25,5.55
5,37,8,5,5,5,5,37,57,11.375,5.675
5,37,9,5,5,5,5,37,57,11.25,5.55
5,37,10,5,5,5,5,37,57,11.5,5.8
5,38,1,5,5,5,5,38,58,11.3,5.5
5,38,2,5,5,5,5,38,58,11.5,5.699999999999999
5,38,3,5,5,5,5,38,58,11.325,5.524999999999999
5,38,4,5,5,5,5,38,58,11.225,5.424999999999999
5,38,5,5,5,5,5,38,58,11.35,5.549999999999999
5,38,6,5,5,5,5,38,58,11.525,5.725
5,38,7,5,5,5,5,38,58,11.375,5.574999999999999
5,38,8,5,5,5,5,38,58,11.425,5.625
5,38,9,5,5,5,5,38,58,10.925,5.125
5,38,10,5,5,5,5,38,58,11.45,5.649999999999999
5,39,1,5,5,5,5,39,59,11.3,5.4
5,39,2,5,5,5,5,39,59,11.125,5.225
5,39,3,5,5,5,5,39,59,11.25,5.35
5,39,4,5,5,5,5,39,59,11.175,5.275
5,39,5,5,5,5,5,39,59,11.5,5.6
5,39,6,5,5,5,5,39,59,11.45,5.549999999999999
5,39,7,5,5,5,5,39,59,11.2,5.299999999999999
5,39,8,5,5,5,5,39,59,11.6,5.699999999999999
5,39,9,5,5,5,5,39,59,11.2,5.299999999999999
5,39,10,5,5,5,5,39,59,11.025,5.125
5,40,1,5,5,5,5,40,60,11.25,5.25
5,40,2,5,5,5,5,40,60,11.225,5.225
5,40,3,5,5,5,5,40,60,11.1,5.1
5,40,4,5,5,5,5,40,60,11.375,5.375
5,40,5,5,5,5,5,40,60,11.125,5.125
5,40,6,5,5,5,5,40,60,11.35,5.35
5,40,7,5,5,5,5,40,60,11.375,5.375
5,40,8,5,5,5,5,40,60,11.375,5.375
5,40,9,5,5,5,5,40,60,11.35,5.35
5,40,10,5,5,5,5,40,60,11.1,5.1
5,41,1,5,5,5,5,41,61,11.375,5.2749999999999995
5,41,2,5,5,5,5,41,61,11.075,4.974999999999999
5,41,3,5,5,5,5,41,61,11.2,5.099999999999999
5,41,4,5,5,5,5,41,61,11.4,5.3
5,41,5,5,5,5,5,41,61,11.4,5.3
5,41,6,5,5,5,5,41,61,11.4,5.3
5,41,7,5,5,5,5,41,61,11.325,5.224999999999999
5,41,8,5,5,5,5,41,61,11.325,5.224999999999999
5,41,9,5,5,5,5,41,61,11.325,5.224999999999999
5,41,10,5,5,5,5,41,61,11.5,5.3999999999999995
5,42,1,5,5,5,5,42,62,10.875,4.675
5,42,2,5,5,5,5,42,62,11.725,5.5249999999999995
5,42,3,5,5,5,5,42,62,11.275,5.075
5,42,4,5,5,5,5,42,62,11.1,4.8999999999999995
5,42,5,5,5,5,5,42,62,11.5,5.3
5,42,6,5,5,5,5,42,62,11.25,5.05
5,42,7,5,5,5,5,42,62,11.3,5.1000000000000005
5,42,8,5,5,5,5,42,62,11.65,5.45
5,42,9,5,5,5,5,42,62,11.5,5.3
5,42,10,5,5,5,5,42,62,11.25,5.05
5,43,1,5,5,5,5,43,63,11.475,5.174999999999999
5,43,2,5,5,5,5,43,63,11.225,4.924999999999999
5,43,3,5,5,5,5,43,63,11.5,5.199999999999999
5,43,4,5,5,5,5,43,63,11.15,4.85
5,43,5,5,5,5,5,43,63,11.375,5.074999999999999
5,43,6,5,5,5,5,43,63,11.4,5.1
5,43,7,5,5,5,5,43,63,11.25,4.949999999999999
5,43,8,5,5,5,5,43,63,11.175,4.875
5,43,9,5,5,5,5,43,63,11.075,4.774999999999999
5,43,10,5,5,5,5,43,63,11.325,5.024999999999999
5,44,1,5,5,5,5,44,64,11.175,4.775
5,44,2,5,5,5,5,44,64,11.375,4.975
5,44,3,5,5,5,5,44,64,11.45,5.049999999999999
5,44,4,5,5,5,5,44,64,11.1,4.699999999999999
5,44,5,5,5,5,5,44,64,11.325,4.924999999999999
5,44,6,5,5,5,5,44,64,11.05,4.65
5,44,7,5,5,5,5,44,64,11.325,4.924999999999999
5,44,8,5,5,5,5,44,64,11.225,4.824999999999999
5,44,9,5,5,5,5,44,64,11.2,4.799999999999999
5,44,10,5,5,5,5,44,64,11.55,5.15
5,45,1,5,5,5,5,45,65,11.525,5.025
5,45,2,5,5,5,5,45,65,11.5,5.0
5,45,3,5,5,5,5,45,65,11.125,4.625
5,45,4,5,5,5,5,45,65,11.375,4.875
5,45,5,5,5,5,5,45,65,11.725,5.225
5,45,6,5,5,5,5,45,65,11.35,4.85
5,45,7,5,5,5,5,45,65,11.225,4.725
5,45,8,5,5,5,5,45,65,11.15,4.65
5,45,9,5,5,5,5,45,65,11.025,4.525
5,45,10,5,5,5,5,45,65,11.125,4.625
5,46,1,5,5,5,5,46,66,11.75,5.1499999999999995
5,46,2,5,5,5,5,46,66,11.525,4.925
5,46,3,5,5,5,5,46,66,11.5,4.8999999999999995
5,46,4,5,5,5,5,46,66,11.325,4.724999999999999
5,46,5,5,5,5,5,46,66,11.3,4.7
5,46,6,5,5,5,5,46,66,11.325,4.724999999999999
5,46,7,5,5,5,5,46,66,11.6,4.999999999999999
5,46,8,5,5,5,5,46,66,10.9,4.3
5,46,9,5,5,5,5,46,66,11.525,4.925
5,46,10,5,5,5,5,46,66,11.475,4.874999999999999
5,47,1,5,5,5,5,47,67,11.375,4.675
5,47,2,5,5,5,5,47,67,11.175,4.4750000000000005
5,47,3,5,5,5,5,47,67,11.375,4.675
5,47,4,5,5,5,5,47,67,11.325,4.624999999999999
5,47,5,5,5,5,5,47,67,11.25,4.55
5,47,6,5,5,5,5,47,67,11.325,4.624999999999999
